object_id,original_detection_id,parent_class,frame,x,y,w,h,area,solidity,eccentricity,focus_score,quality_score,cluster
1164,1348,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,1524,377,59,94,1709,0.5004,0.9378,15.0743,0.2336,3
1165,1350,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,1335,776,97,50,2572,0.8402,0.9077,14.9127,0.3699,31
1166,1352,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,1407,850,54,48,1278,0.7448,0.724,15.3908,0.2899,13
1167,1353,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,1133,878,42,60,1413,0.8632,0.91,15.2596,0.3307,1
1168,1355,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,1586,1042,70,54,1293,0.6634,0.935,15.9679,0.2667,8
1169,1356,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,2870,1160,57,54,2283,0.9617,0.5797,12.9389,0.3928,15
1170,1357,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,2639,1195,64,62,1440,0.6212,0.8796,18.0544,0.262,18
1171,1358,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,2874,1239,98,41,1973,0.7839,0.9744,23.3672,0.3374,8
1172,1360,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,2591,1363,62,172,4142,0.5788,0.9555,18.1536,0.3575,27
1173,1361,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,2672,1451,119,50,2612,0.6807,0.9738,16.2986,0.325,20
1174,1362,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,1538,1496,52,46,1225,0.9021,0.9212,21.1213,0.3407,13
1175,1363,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,1373,1545,122,117,4131,0.5466,0.9578,16.5167,0.3457,5
1176,1364,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,2554,1567,60,38,1318,0.7636,0.8632,23.351,0.3052,19
1177,1366,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,1025,1827,90,40,1771,0.8393,0.961,12.837,0.3355,8
1178,1367,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,2132,2088,47,63,1528,0.9084,0.9299,12.2836,0.3459,4
1179,1368,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,1340,2305,78,39,2019,0.933,0.9129,14.2398,0.3749,31
1180,1370,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,2266,2384,90,187,4854,0.5856,0.9827,14.2892,0.3841,6
1181,1371,Detritus / Unsharp Organisms,RCNHSha_20250513_010946_IMG4,1528,2730,98,54,2172,0.7431,0.9645,11.8308,0.3216,19
1182,1372,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,2196,127,75,87,2065,0.5279,0.8397,9.6133,0.2506,11
1183,1373,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,2347,156,129,58,2881,0.5494,0.9057,9.6482,0.2897,19
1184,1374,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1621,162,50,77,1886,0.7114,0.752,9.1794,0.298,2
1185,1375,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1696,202,290,156,10067,0.3627,0.8753,13.8209,0.3226,8
1186,1376,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,2430,322,86,54,2161,0.7088,0.8727,13.0847,0.3122,22
1187,1378,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1329,779,111,48,2829,0.7681,0.9364,17.3147,0.3609,8
1188,1380,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1134,876,35,63,1249,0.8537,0.8981,17.5329,0.3236,3
1189,1382,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1588,1035,76,65,1439,0.6982,0.9552,19.0933,0.2861,20
1190,1384,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,2139,1189,32,61,1258,0.8909,0.895,19.6997,0.3373,3
1191,1386,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,2866,1225,106,53,2358,0.664,0.9659,11.2239,0.3048,8
1192,1387,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1831,1374,79,34,1296,0.757,0.9548,22.2971,0.3012,8
1193,1389,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,2658,1439,140,52,2937,0.5878,0.9689,16.0635,0.3099,20
1194,1390,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1538,1494,53,56,1343,0.8139,0.9085,15.5106,0.3134,12
1195,1392,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1353,1570,141,91,4306,0.5292,0.9538,17.0247,0.348,5
1196,1393,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,2626,1668,123,218,8288,0.5099,0.9074,14.4146,0.3674,1
1197,1394,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1374,1673,107,57,1698,0.685,0.9879,13.3839,0.2868,8
1198,1395,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,949,1802,147,75,3087,0.4924,0.9554,15.8167,0.287,8
1199,1396,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1070,1838,136,116,4482,0.5445,0.7289,15.3378,0.358,5
1200,1397,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1516,1912,85,74,4470,0.9476,0.512,10.8931,0.474,15
1201,1399,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,2285,2028,38,66,1464,0.9237,0.9309,11.3701,0.347,1
1202,1400,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,951,2071,244,112,8558,0.5998,0.9152,13.1593,0.3931,14
1203,1401,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,2135,2077,59,76,1921,0.6802,0.8491,17.6099,0.2985,7
1204,1402,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1342,2311,80,32,2014,0.9184,0.9384,16.4525,0.3725,20
1205,1404,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1272,2367,182,89,7109,0.6787,0.9146,13.5016,0.4171,19
1206,1405,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,2779,2370,179,125,6205,0.3919,0.8705,18.4121,0.336,14
1207,1406,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,2265,2383,102,190,5551,0.5992,0.9746,13.5393,0.3933,7
1208,1407,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,3006,2383,62,46,1904,0.8596,0.7577,16.4807,0.3505,16
1209,1408,Detritus / Unsharp Organisms,RCNHSha_20250513_013947_IMG4,1513,2730,112,80,2562,0.7502,0.9795,9.8933,0.3374,19
1210,1409,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2023,123,59,58,1973,0.8207,0.5214,19.454,0.3446,16
1211,1410,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2437,176,142,137,4507,0.4043,0.8369,15.4112,0.317,14
1212,1411,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1875,253,118,103,3702,0.5157,0.9194,12.8163,0.3156,31
1213,1412,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2468,294,61,102,2224,0.6383,0.9566,15.3726,0.2958,3
1214,1413,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2275,310,118,115,7662,0.8629,0.8394,11.635,0.4705,16
1215,1414,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1715,314,121,91,5794,0.8006,0.866,13.6286,0.4538,20
1216,1415,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1382,450,66,124,4813,0.8931,0.9114,15.6134,0.4761,2
1217,1418,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1901,553,101,94,2294,0.4241,0.6082,35.3832,0.2544,14
1218,1419,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,897,634,100,73,2423,0.6957,0.9619,8.6276,0.3142,19
1219,1421,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1359,733,78,69,2572,0.8367,0.9119,22.2362,0.3761,5
1220,1422,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2106,819,177,186,8347,0.3688,0.4761,16.9282,0.3276,7
1221,1423,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1818,832,74,51,1653,0.7842,0.8975,18.4682,0.3198,19
1222,1424,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1414,843,50,51,1203,0.7658,0.7196,14.4157,0.2923,13
1223,1425,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1134,879,43,58,1387,0.8795,0.9163,17.0513,0.3364,0
1224,1426,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2630,938,58,65,1925,0.7432,0.4374,59.6083,0.3596,10
1225,1427,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2912,1185,62,76,1793,0.7867,0.9589,16.464,0.3242,4
1226,1431,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1539,1490,51,52,1290,0.8909,0.9039,13.1582,0.332,13
1227,1432,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1426,1515,69,150,4272,0.5948,0.9484,20.25,0.3696,6
1228,1433,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1041,1542,60,70,1724,0.5858,0.7533,46.0635,0.2908,4
1229,1436,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1404,1633,40,59,1214,0.9107,0.9185,22.8031,0.3446,1
1230,1437,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2547,1639,173,127,8052,0.5875,0.8531,16.961,0.3932,8
1231,1438,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,3050,1648,60,53,1770,0.9646,0.8943,14.2816,0.3745,16
1232,1439,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2721,1698,100,119,5272,0.7446,0.9009,15.4418,0.4388,25
1233,1441,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1019,1781,98,78,2239,0.5805,0.9417,20.7285,0.2844,5
1234,1446,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2928,2023,163,173,7502,0.4536,0.5309,14.9831,0.3511,9
1235,1447,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2164,2082,49,72,1766,0.8116,0.918,19.4669,0.3336,4
1236,1448,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1236,2161,220,180,10475,0.4424,0.7212,12.4317,0.3451,14
1237,1449,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2973,2269,184,136,6092,0.4019,0.8365,15.934,0.3365,16
1238,1450,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2605,2307,184,166,6854,0.4194,0.7985,11.4642,0.3373,8
1239,1451,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2481,2351,60,64,2381,0.8954,0.718,17.6318,0.3815,10
1240,1452,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1528,2352,91,90,5274,0.9425,0.7001,30.7122,0.5134,16
1241,1454,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2265,2367,98,207,6206,0.4964,0.9605,15.3813,0.3643,7
1242,1457,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1757,2595,55,50,1541,0.9173,0.7333,13.46,0.3503,18
1243,1458,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2415,2690,106,119,5065,0.6018,0.769,12.5903,0.3931,10
1244,1459,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,1539,2707,96,42,2328,0.7876,0.9423,11.6136,0.341,19
1245,1460,Detritus / Unsharp Organisms,RCNHSha_20250513_014047_IMG8,2326,2757,66,93,3352,0.7349,0.6984,13.7764,0.3683,1
1246,1461,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,1400,217,55,122,2583,0.4738,0.956,9.249,0.2547,2
1247,1462,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,1972,323,42,149,2952,0.6328,0.9753,9.4016,0.3173,3
1248,1463,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,2468,340,101,65,2470,0.614,0.9261,12.1002,0.2951,5
1249,1464,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,1413,793,47,102,2406,0.8451,0.9509,13.1744,0.3629,1
1250,1467,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,1852,858,31,72,1427,0.8576,0.9145,14.2138,0.3286,3
1251,1468,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,725,965,61,66,1575,0.8094,0.9309,7.4738,0.3133,11
1252,1469,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,2532,1009,136,100,6160,0.6689,0.7564,13.1734,0.4138,22
1253,1471,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,2947,1225,53,114,2084,0.7067,0.9837,9.461,0.3048,27
1254,1472,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,2720,1436,101,73,3530,0.7922,0.902,12.354,0.3912,29
1255,1473,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,1532,1567,50,64,1756,0.7989,0.8463,13.7175,0.3236,0
1256,1474,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,1435,1584,76,77,2718,0.7263,0.7612,16.1751,0.3428,13
1257,1475,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,1216,1619,148,151,9606,0.7309,0.8773,11.3033,0.4306,14
1258,1476,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,1464,1676,43,100,1417,0.6879,0.9847,10.7402,0.2738,3
1259,1477,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,1101,1845,46,107,1897,0.7961,0.9821,11.4302,0.3261,27
1260,1478,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,3021,2000,67,57,1682,0.7203,0.725,34.2311,0.3176,16
1261,1479,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,1377,2314,51,52,1596,0.9058,0.794,15.4288,0.351,13
1262,1480,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,2320,2366,66,105,3482,0.7321,0.8942,13.4723,0.3724,4
1263,1482,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,1608,2728,59,107,2267,0.7672,0.9733,8.966,0.3298,2
1264,1483,Detritus / Unsharp Organisms,RCNHSha_20250513_023901_IMG1,2433,2803,47,59,1249,0.7639,0.9043,6.1737,0.2853,0
1265,1484,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,1968,181,53,177,3365,0.6145,0.9797,12.443,0.3314,2
1266,1485,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,2391,239,90,97,4577,0.7769,0.418,12.4784,0.4286,11
1267,1486,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,2499,281,59,75,1709,0.8448,0.9624,14.1367,0.3359,2
1268,1488,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,1703,414,68,54,2245,0.8811,0.8301,14.5539,0.3687,15
1269,1489,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,1338,510,162,122,7035,0.6225,0.8741,15.0771,0.4018,8
1270,1491,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,1406,717,71,92,2811,0.7217,0.9014,16.2548,0.3452,4
1271,1493,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,2989,1018,112,143,7003,0.7418,0.8114,9.7009,0.4322,9
1272,1494,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,2948,1180,70,76,2036,0.6932,0.9237,13.5383,0.3029,4
1273,1495,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,2780,1347,64,117,3703,0.797,0.957,14.2439,0.4015,9
1274,1497,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,1434,1516,71,179,4885,0.6053,0.9539,20.5869,0.3976,6
1275,1498,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,775,1589,81,54,2723,0.8095,0.8175,27.1305,0.3789,16
1276,1499,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,1329,1627,36,85,1605,0.6676,0.9496,9.9411,0.2744,28
1277,1500,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,2923,1670,165,79,7964,0.8725,0.8946,14.6838,0.4764,16
1278,1501,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,1100,1780,54,80,1594,0.8289,0.9679,17.1202,0.3296,4
1279,1503,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,1374,2283,50,58,1757,0.9006,0.7846,16.1213,0.3566,12
1280,1504,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,2975,2292,148,80,5595,0.7353,0.8855,10.0808,0.4307,19
1281,1505,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,2965,2445,31,58,1254,0.8439,0.8516,12.7441,0.3161,2
1282,1507,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,1222,2523,90,50,2081,0.6832,0.8557,19.1965,0.3074,16
1283,1508,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,1694,2552,36,50,1289,0.9499,0.8136,13.0626,0.3496,2
1284,1510,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,1577,2721,70,48,1826,0.8617,0.918,10.7992,0.3424,19
1285,1511,Detritus / Unsharp Organisms,RCNHSha_20250513_024032_IMG7,1782,2731,79,190,4649,0.4803,0.8722,13.4585,0.3435,2
1286,1512,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2294,155,91,219,7209,0.5047,0.9465,11.9196,0.3633,2
1287,1513,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1852,187,68,41,1780,0.9228,0.8506,16.9376,0.365,31
1288,1514,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1747,192,105,172,7663,0.6348,0.8808,12.8465,0.4033,1
1289,1515,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2183,241,62,57,2202,0.898,0.7136,19.3125,0.3768,18
1290,1516,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1963,253,191,209,9761,0.4684,0.8655,13.5419,0.3541,9
1291,1517,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2433,259,82,64,1707,0.8392,0.9703,14.5671,0.3346,17
1292,1518,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2605,266,173,228,8217,0.3874,0.9206,13.1532,0.3294,1
1293,1519,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1398,282,52,52,1817,0.9366,0.71,11.7988,0.3655,13
1294,1520,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2445,299,169,146,8282,0.5241,0.8111,22.0952,0.3793,14
1295,1521,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2820,319,82,88,2151,0.4933,0.8965,8.7154,0.2428,11
1296,1522,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2123,323,173,163,8716,0.5565,0.8427,12.6477,0.3796,5
1297,1523,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2348,448,217,245,15958,0.5125,0.8608,18.7828,0.3725,21
1298,1524,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1644,464,57,68,2797,0.9114,0.5854,12.0721,0.3974,12
1299,1525,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2827,498,71,39,1740,0.8887,0.8662,12.4925,0.3487,19
1300,1526,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1359,545,32,60,1287,0.8833,0.9181,15.7776,0.3323,2
1301,1527,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2583,547,69,109,5150,0.9303,0.8103,16.2693,0.4954,10
1302,1528,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1396,549,31,96,1442,0.671,0.9791,15.8481,0.2748,3
1303,1529,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1737,568,161,191,9506,0.5586,0.7861,14.831,0.3824,21
1304,1530,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2507,590,57,74,2935,0.9383,0.7284,21.4565,0.4203,23
1305,1531,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2838,604,88,80,3965,0.7886,0.8275,12.2666,0.4074,18
1306,1532,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1193,607,53,67,1898,0.7286,0.7407,20.478,0.315,10
1307,1533,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2700,630,62,42,1902,0.9655,0.7843,12.1528,0.3779,15
1308,1534,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1577,640,54,48,1899,0.9654,0.7083,14.5521,0.3801,15
1309,1535,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1068,681,58,66,2372,0.8323,0.6104,11.8294,0.3564,11
1310,1536,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1890,681,60,49,2141,0.9554,0.6799,18.2758,0.3905,15
1311,1537,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,3162,684,49,54,1270,0.8167,0.8594,9.6025,0.3054,11
1312,1538,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1483,715,34,52,1371,0.9662,0.7701,16.4103,0.3611,2
1313,1539,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1510,721,251,181,10331,0.4124,0.7984,17.3449,0.3411,5
1314,1540,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1416,725,61,80,2489,0.8269,0.8945,17.5274,0.3652,1
1315,1542,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,3127,738,83,80,2853,0.7057,0.7021,11.1072,0.3369,18
1316,1543,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,967,743,47,39,1310,0.9212,0.5955,12.7066,0.3415,17
1317,1544,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,850,745,103,86,2637,0.5957,0.8352,9.6645,0.2938,22
1318,1546,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2005,810,65,57,2338,0.7804,0.6897,18.6619,0.3463,18
1319,1547,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1383,814,85,66,3412,0.9108,0.8206,14.7883,0.4245,15
1320,1548,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1970,863,55,61,2001,0.8581,0.647,15.5119,0.353,11
1321,1549,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2082,885,94,81,3618,0.7312,0.8194,19.0668,0.3831,18
1322,1550,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1658,904,107,132,6466,0.6821,0.8117,15.5664,0.4202,23
1323,1551,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1238,928,49,45,1664,0.9569,0.6341,15.3573,0.369,15
1324,1552,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1807,933,83,77,3215,0.7294,0.6907,16.9823,0.3644,18
1325,1553,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1264,969,74,55,2711,0.9067,0.6943,15.9399,0.3964,34
1326,1554,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1056,990,46,78,2298,0.9368,0.8761,17.2891,0.3903,10
1327,1555,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,3271,990,34,74,1638,0.8562,0.9004,10.0916,0.3325,2
1328,1556,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2335,1011,51,51,1746,0.8827,0.3937,18.5331,0.3532,13
1329,1557,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2202,1038,136,68,5728,0.8886,0.8813,15.4838,0.4821,20
1330,1558,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1500,1066,229,302,16192,0.4166,0.8483,17.9913,0.343,7
1331,1560,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,3025,1115,145,62,4864,0.6176,0.9444,34.3019,0.4141,14
1332,1561,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2043,1151,192,181,8647,0.3976,0.6973,14.6905,0.334,8
1333,1562,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1346,1154,65,62,2759,0.9603,0.7708,19.3441,0.4178,15
1334,1563,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1848,1163,80,64,2325,0.8012,0.9064,14.931,0.3483,29
1335,1564,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1444,1171,102,74,3481,0.6804,0.5778,23.1323,0.3665,14
1336,1565,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2942,1183,98,68,2173,0.6621,0.9502,19.0006,0.3045,30
1337,1566,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1265,1203,47,51,1352,0.8174,0.7038,39.0051,0.3383,9
1338,1567,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2462,1216,289,272,13417,0.362,0.9409,16.4744,0.3251,5
1339,1568,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,3089,1248,46,69,2195,0.9408,0.7665,10.5593,0.3806,10
1340,1569,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1782,1268,76,68,3675,0.7601,0.3515,17.0421,0.3921,15
1341,1570,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2738,1272,59,81,2605,0.9039,0.8097,18.2664,0.3936,1
1342,1572,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1249,1296,142,219,13054,0.635,0.8732,15.7426,0.4062,9
1343,1573,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,756,1310,71,136,4746,0.7217,0.9296,11.3641,0.4177,2
1344,1574,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2778,1317,95,141,4512,0.6846,0.9617,16.699,0.4025,4
1345,1575,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1430,1335,201,122,7581,0.4844,0.9346,18.5031,0.3638,8
1346,1576,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2846,1377,55,69,2391,0.8723,0.723,14.415,0.3717,0
1347,1577,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,825,1391,55,58,2080,0.8293,0.4951,12.8298,0.3448,11
1348,1578,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2092,1437,52,77,1865,0.7351,0.7811,18.9317,0.3141,1
1349,1579,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,1771,1446,56,42,1681,0.9546,0.7109,15.8324,0.3694,15
1350,1581,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,3011,1476,96,100,5702,0.974,0.8408,11.736,0.5039,10
1351,1583,Detritus / Unsharp Organisms,RCNHSha_20250513_030916_IMG2,2943,1568,55,72,2883,0.9126,0.5902,18.7526,0.4079,10
