object_id,original_detection_id,parent_class,frame,x,y,w,h,area,solidity,eccentricity,focus_score,quality_score,cluster
205,1760,Cladoceramorpha,RCNHSha_20250513_031016_IMG6,3192,1110,175,194,6166,0.2787,0.7073,22.6944,0.3063,4
206,1761,Cladoceramorpha,RCNHSha_20250513_031016_IMG6,1299,1147,143,125,4806,0.4256,0.6797,23.0414,0.343,6
207,1767,Cladoceramorpha,RCNHSha_20250513_031016_IMG6,3063,1239,141,139,7228,0.7569,0.8892,32.7624,0.4598,7
208,1786,Cladoceramorpha,RCNHSha_20250513_031016_IMG6,1639,1841,291,256,15690,0.3546,0.9124,19.6401,0.326,7
209,1788,Cladoceramorpha,RCNHSha_20250513_031016_IMG6,3022,1925,82,117,2384,0.4396,0.7196,19.7243,0.247,8
210,1796,Cladoceramorpha,RCNHSha_20250513_031016_IMG6,1732,2155,177,261,11056,0.4361,0.8062,15.9766,0.3468,14
211,1809,Cladoceramorpha,RCNHSha_20250513_031016_IMG6,1804,2609,176,146,7537,0.5866,0.9293,14.4155,0.3904,3
212,1824,Cladoceramorpha,RCNHSha_20250513_031031_IMG7,2450,744,199,272,15723,0.4391,0.7987,20.5995,0.3523,10
213,1825,Cladoceramorpha,RCNHSha_20250513_031031_IMG7,925,750,154,184,6136,0.379,0.803,20.5923,0.3343,5
214,1837,Cladoceramorpha,RCNHSha_20250513_031031_IMG7,1946,1195,242,137,9908,0.4904,0.8595,19.4753,0.3666,3
215,1846,Cladoceramorpha,RCNHSha_20250513_031031_IMG7,1838,1627,138,134,6140,0.5301,0.4479,23.8735,0.3829,6
216,1854,Cladoceramorpha,RCNHSha_20250513_031031_IMG7,2666,1848,190,206,10633,0.4214,0.847,14.5432,0.341,9
217,1884,Cladoceramorpha,RCNHSha_20250513_034017_IMG6,1259,1288,211,225,15433,0.5441,0.3762,20.6298,0.3838,10
218,1898,Cladoceramorpha,RCNHSha_20250513_034017_IMG6,2766,2062,118,181,8205,0.6092,0.7519,35.0147,0.4178,5
219,1903,Cladoceramorpha,RCNHSha_20250513_034017_IMG6,1717,2711,180,104,6180,0.5442,0.8446,11.901,0.3751,3
220,1983,Cladoceramorpha,RCNHSha_20250513_043901_IMG1,2446,351,66,90,2840,0.7208,0.7652,29.586,0.3594,2
221,1992,Cladoceramorpha,RCNHSha_20250513_043901_IMG1,766,987,135,179,6473,0.4006,0.8647,19.471,0.3397,5
222,1993,Cladoceramorpha,RCNHSha_20250513_043901_IMG1,2031,1064,47,49,1439,0.7894,0.4786,39.394,0.3338,2
223,1997,Cladoceramorpha,RCNHSha_20250513_043901_IMG1,2007,1187,55,55,1669,0.7642,0.5694,25.6629,0.3217,2
224,2002,Cladoceramorpha,RCNHSha_20250513_043901_IMG1,2383,1563,79,69,2628,0.7441,0.5893,38.7751,0.3671,0
225,2005,Cladoceramorpha,RCNHSha_20250513_043901_IMG1,1424,1711,150,198,9250,0.5763,0.8653,35.7738,0.4087,16
226,2013,Cladoceramorpha,RCNHSha_20250513_043901_IMG1,1714,1974,68,98,4339,0.9125,0.7381,60.7785,0.5081,14
227,2014,Cladoceramorpha,RCNHSha_20250513_043901_IMG1,3018,2055,45,47,1357,0.8371,0.6327,40.5036,0.3459,1
228,2025,Cladoceramorpha,RCNHSha_20250513_043932_IMG3,2735,536,214,162,8557,0.5011,0.9159,23.4948,0.3738,7
229,2034,Cladoceramorpha,RCNHSha_20250513_043932_IMG3,1280,1165,178,146,7338,0.3999,0.7539,30.7831,0.3508,7
230,2038,Cladoceramorpha,RCNHSha_20250513_043932_IMG3,2514,1294,216,200,9362,0.3618,0.5742,23.7198,0.3322,12
231,2047,Cladoceramorpha,RCNHSha_20250513_043932_IMG3,2578,1601,259,174,11109,0.4129,0.8579,24.1299,0.348,7
232,2050,Cladoceramorpha,RCNHSha_20250513_043932_IMG3,2863,1747,149,196,10219,0.5652,0.8332,10.9533,0.3805,9
233,2053,Cladoceramorpha,RCNHSha_20250513_043932_IMG3,898,1807,182,256,10045,0.3632,0.8434,23.1984,0.3322,5
234,2054,Cladoceramorpha,RCNHSha_20250513_043932_IMG3,1745,1860,155,140,6713,0.5758,0.8761,14.879,0.3876,6
235,2057,Cladoceramorpha,RCNHSha_20250513_043932_IMG3,1891,2144,64,71,2725,0.7972,0.6411,20.4195,0.3686,1
236,2058,Cladoceramorpha,RCNHSha_20250513_043932_IMG3,1698,2244,226,183,8240,0.3823,0.7922,14.345,0.329,11
237,2124,Cladoceramorpha,RCNHSha_20250513_234016_IMG6,2484,687,57,80,2684,0.7632,0.7085,45.5393,0.3818,1
238,2170,Cladoceramorpha,RCNHSha_20250513_234016_IMG6,2046,2760,69,103,3161,0.6995,0.712,19.3584,0.3556,5
239,2182,Cladoceramorpha,RCNHSha_20250514_000917_IMG2,2949,1215,97,124,5936,0.7132,0.8162,24.7366,0.4387,10
240,2292,Cladoceramorpha,RCNHSha_20250514_023931_IMG3,2522,389,113,94,3806,0.5003,0.628,26.3299,0.3286,6
241,2317,Cladoceramorpha,RCNHSha_20250514_023931_IMG3,2010,2588,151,161,7213,0.6265,0.9047,22.5471,0.4105,1
242,2377,Cladoceramorpha,RCNHSha_20250514_024101_IMG9,1717,1531,99,176,7349,0.705,0.8578,21.3608,0.4329,14
243,2387,Cladoceramorpha,RCNHSha_20250514_024101_IMG9,2862,1789,198,181,9558,0.5178,0.8653,14.1598,0.3695,7
244,2392,Cladoceramorpha,RCNHSha_20250514_024101_IMG9,1509,2055,40,56,1247,0.8732,0.8179,30.6292,0.3425,1
245,2396,Cladoceramorpha,RCNHSha_20250514_024101_IMG9,2681,2289,74,58,2278,0.8121,0.8438,43.0895,0.3778,0
246,2410,Cladoceramorpha,RCNHSha_20250514_030916_IMG2,2553,359,109,161,5286,0.4346,0.8163,17.3464,0.3477,4
247,2419,Cladoceramorpha,RCNHSha_20250514_030916_IMG2,1110,1146,206,176,8140,0.4126,0.799,12.0441,0.3358,11
248,2461,Cladoceramorpha,RCNHSha_20250514_030947_IMG4,2002,2458,193,205,8066,0.3937,0.6751,25.9017,0.344,13
249,2743,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,2354,338,149,141,6370,0.4201,0.5957,18.41,0.3444,6
250,2753,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,1636,657,118,167,6540,0.5495,0.854,16.7136,0.3816,10
251,2755,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,2161,708,161,158,5657,0.4662,0.7601,25.2998,0.3652,6
252,2756,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,1752,723,141,124,4268,0.4627,0.7596,36.2856,0.3458,3
253,2758,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,2307,729,141,154,5643,0.459,0.7288,32.966,0.3707,10
254,2763,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,1014,790,162,170,9155,0.4843,0.7019,24.3425,0.3696,5
255,2768,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,2836,817,143,96,4074,0.4629,0.7183,31.6605,0.3335,6
256,2777,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,1663,961,152,197,7629,0.3887,0.8153,22.1002,0.3387,8
257,2779,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,2489,1016,212,198,8620,0.3651,0.8599,21.2322,0.3308,7
258,2781,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,1458,1039,199,139,7859,0.4884,0.8378,27.4734,0.374,7
259,2805,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,1952,1364,131,113,4522,0.4305,0.6844,35.6707,0.3457,3
260,2813,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,1863,1506,204,295,16737,0.3754,0.8906,20.9462,0.3336,8
261,2815,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,2295,1526,160,182,9073,0.5187,0.8519,19.6341,0.3753,8
262,2817,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,3113,1602,169,136,5988,0.4464,0.88,25.2112,0.3591,3
263,2819,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,1240,1675,183,134,7052,0.4752,0.8447,40.5343,0.3831,6
264,2822,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,2772,1734,173,157,7745,0.4115,0.5012,28.909,0.3524,6
265,2823,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,1595,1738,123,152,5581,0.4562,0.6742,36.9007,0.3737,5
266,2825,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,1231,1788,87,124,3728,0.4651,0.8192,29.1346,0.3178,4
267,2826,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,2970,1812,155,127,5175,0.4292,0.6084,29.7745,0.3585,6
268,2827,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,953,1819,113,173,5461,0.5093,0.8894,25.5246,0.3783,5
269,2832,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,1383,1885,243,341,18894,0.3756,0.8902,20.121,0.3328,8
270,2833,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,1689,1890,45,56,1644,0.8603,0.7763,61.2199,0.3851,2
271,2838,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,2745,1969,165,164,8158,0.4734,0.7371,20.7727,0.3628,6
272,2840,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,2645,2101,109,127,5288,0.5844,0.8641,30.5642,0.4059,8
273,2845,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,2201,2199,286,230,19524,0.4319,0.5797,19.6308,0.3492,11
274,2853,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,1911,2341,133,317,12723,0.4287,0.9697,23.5024,0.3521,4
275,2867,Cladoceramorpha,RCNHSha_20250515_000932_IMG3,2061,2666,157,151,5717,0.4264,0.5709,17.719,0.3456,6
276,2887,Cladoceramorpha,RCNHSha_20250515_001032_IMG7,1857,493,85,175,7549,0.6382,0.9308,29.7335,0.4212,5
277,2892,Cladoceramorpha,RCNHSha_20250515_001032_IMG7,1632,576,91,59,3334,0.8154,0.7552,24.4866,0.4025,3
278,2895,Cladoceramorpha,RCNHSha_20250515_001032_IMG7,2174,585,175,260,9615,0.3669,0.7089,23.4898,0.3336,8
279,2904,Cladoceramorpha,RCNHSha_20250515_001032_IMG7,1127,742,209,167,8915,0.4722,0.83,23.6483,0.3653,3
280,2907,Cladoceramorpha,RCNHSha_20250515_001032_IMG7,1990,827,145,121,5584,0.6448,0.902,23.0006,0.4164,3
281,2913,Cladoceramorpha,RCNHSha_20250515_001032_IMG7,1720,913,126,157,6003,0.5995,0.8978,23.7394,0.4036,14
282,2944,Cladoceramorpha,RCNHSha_20250515_001032_IMG7,1994,1348,133,160,5996,0.4495,0.7532,25.2757,0.3601,10
283,2952,Cladoceramorpha,RCNHSha_20250515_001032_IMG7,1651,1505,198,227,11988,0.4377,0.329,21.7923,0.3531,8
284,2958,Cladoceramorpha,RCNHSha_20250515_001032_IMG7,2805,1558,213,200,7972,0.3839,0.6725,22.5778,0.3377,11
285,2978,Cladoceramorpha,RCNHSha_20250515_001032_IMG7,2058,2013,139,138,5869,0.6092,0.8672,14.2703,0.397,11
286,2980,Cladoceramorpha,RCNHSha_20250515_001032_IMG7,2200,2062,144,111,4371,0.4291,0.7771,17.7322,0.3213,3
287,2997,Cladoceramorpha,RCNHSha_20250515_001032_IMG7,2188,2609,160,108,6859,0.6336,0.8709,17.8191,0.4079,3
288,3015,Cladoceramorpha,RCNHSha_20250515_001047_IMG8,1322,396,158,154,6755,0.4749,0.6782,14.2451,0.3567,7
289,3023,Cladoceramorpha,RCNHSha_20250515_001047_IMG8,2283,590,51,56,1923,0.9166,0.8003,42.9196,0.3948,2
290,3026,Cladoceramorpha,RCNHSha_20250515_001047_IMG8,1575,614,154,131,5269,0.4633,0.6774,18.3461,0.3573,7
291,3032,Cladoceramorpha,RCNHSha_20250515_001047_IMG8,1625,774,109,177,6291,0.6687,0.9159,17.5507,0.4182,4
292,3033,Cladoceramorpha,RCNHSha_20250515_001047_IMG8,2275,785,144,167,9521,0.488,0.6398,24.3134,0.3707,5
293,3036,Cladoceramorpha,RCNHSha_20250515_001047_IMG8,2770,839,174,93,6318,0.5651,0.9093,28.766,0.3983,3
294,3037,Cladoceramorpha,RCNHSha_20250515_001047_IMG8,2579,842,185,211,10775,0.4479,0.8947,26.0146,0.3604,9
295,3050,Cladoceramorpha,RCNHSha_20250515_001047_IMG8,947,1215,115,136,6957,0.6756,0.5887,35.6696,0.4383,4
296,3067,Cladoceramorpha,RCNHSha_20250515_001047_IMG8,1069,1600,120,93,4231,0.6759,0.9022,22.3938,0.3944,6
297,3073,Cladoceramorpha,RCNHSha_20250515_001047_IMG8,2121,1754,114,155,4485,0.4582,0.7709,16.048,0.3329,8
298,3074,Cladoceramorpha,RCNHSha_20250515_001047_IMG8,1341,1773,149,158,6963,0.5749,0.8686,16.4266,0.3889,9
299,3083,Cladoceramorpha,RCNHSha_20250515_001047_IMG8,2194,2016,114,199,7013,0.5148,0.8953,27.8294,0.3823,5
300,3084,Cladoceramorpha,RCNHSha_20250515_001047_IMG8,2899,2016,138,143,6468,0.4951,0.3062,27.9442,0.3765,14
301,3186,Cladoceramorpha,RCNHSha_20250515_003932_IMG3,2066,1766,89,104,2572,0.521,0.9057,26.8246,0.286,8
302,3313,Cladoceramorpha,RCNHSha_20250515_010932_IMG3,2149,460,93,141,5270,0.632,0.8395,35.9747,0.4256,5
303,3398,Cladoceramorpha,RCNHSha_20250515_010947_IMG4,2354,2422,124,132,6703,0.6573,0.7523,22.8339,0.42,5
304,3441,Cladoceramorpha,RCNHSha_20250515_011017_IMG6,2813,1645,228,168,10393,0.441,0.6208,20.2499,0.3525,7
305,3475,Cladoceramorpha,RCNHSha_20250515_011032_IMG7,1616,427,160,136,7621,0.4965,0.6152,34.1113,0.3831,7
306,3572,Cladoceramorpha,RCNHSha_20250515_013917_IMG2,1546,2270,111,97,2432,0.4089,0.8807,27.2457,0.2472,11
307,3592,Cladoceramorpha,RCNHSha_20250515_013932_IMG3,1283,700,179,193,7360,0.4322,0.7339,14.4291,0.3441,9
308,3637,Cladoceramorpha,RCNHSha_20250515_014047_IMG8,2302,556,147,166,4994,0.4187,0.7309,19.1143,0.3445,8
309,3812,Cladoceramorpha,RCNHSha_20250515_023917_IMG2,2917,1654,151,148,8054,0.6589,0.903,25.853,0.4235,7
310,3867,Cladoceramorpha,RCNHSha_20250515_023932_IMG3,2534,1348,153,197,6442,0.392,0.8186,22.6876,0.3403,13
311,3868,Cladoceramorpha,RCNHSha_20250515_023932_IMG3,810,1369,271,103,11388,0.5537,0.9595,16.8768,0.383,3
312,4066,Cladoceramorpha,RCNHSha_20250515_034032_IMG7,1501,2411,66,57,1893,0.716,0.3801,47.4752,0.338,0
313,4099,Cladoceramorpha,RCNHSha_20250515_040948_IMG4,2537,1727,236,186,9821,0.4176,0.6066,14.6252,0.3399,3
314,4120,Cladoceramorpha,RCNHSha_20250515_041033_IMG7,1957,287,256,91,11031,0.5891,0.9561,19.8313,0.3966,3
315,4138,Cladoceramorpha,RCNHSha_20250515_041033_IMG7,656,1484,144,181,6096,0.3728,0.8216,13.9701,0.3258,5
316,4341,Cladoceramorpha,RCNHSha_20250515_234002_IMG5,3054,1366,147,64,4267,0.5961,0.9117,45.8578,0.3954,6
317,4378,Cladoceramorpha,RCNHSha_20250515_234047_IMG8,3108,814,73,153,4551,0.5711,0.9053,22.3496,0.3757,5
318,4424,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,2195,303,134,163,6075,0.4709,0.8309,15.3573,0.3566,9
319,4426,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,1937,309,203,320,13206,0.3626,0.9274,30.7153,0.3395,4
320,4433,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,1480,464,185,128,9671,0.6384,0.8621,34.1453,0.4257,3
321,4439,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,1815,544,84,70,3001,0.6918,0.6922,45.6788,0.3733,0
322,4447,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,1485,684,173,164,6022,0.4122,0.6925,16.4714,0.3401,11
323,4454,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,2380,768,63,73,2418,0.7352,0.6165,31.187,0.3485,1
324,4467,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,1560,927,52,56,1779,0.9343,0.8603,31.2061,0.3827,2
325,4489,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,2666,1180,75,62,2626,0.8055,0.6573,48.5989,0.3953,0
326,4490,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,2355,1182,65,136,5068,0.8522,0.8903,46.7048,0.5024,5
327,4499,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,1044,1250,72,62,2633,0.8502,0.7879,27.6989,0.3881,0
328,4503,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,1941,1298,167,129,7378,0.5077,0.8036,28.1135,0.3804,3
329,4527,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,1558,1590,228,137,9088,0.4561,0.9174,34.0905,0.3709,3
330,4543,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,1825,1724,60,67,2032,0.7843,0.6864,38.5805,0.3551,1
331,4552,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,1538,1908,96,128,4547,0.5069,0.8326,35.9286,0.3699,5
332,4553,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,1774,1908,72,61,2558,0.8074,0.624,62.9301,0.4075,0
333,4557,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,2719,1953,56,59,2173,0.9084,0.7615,43.4713,0.4029,2
334,4568,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,2270,2071,122,106,2891,0.4156,0.8852,29.4055,0.2697,3
335,4579,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,2281,2208,85,72,2782,0.725,0.8222,26.3716,0.3552,1
336,4580,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,1298,2210,163,149,7802,0.4815,0.7196,20.5423,0.365,6
337,4596,Cladoceramorpha,RCNHSha_20250516_000901_IMG1,2249,2415,154,200,9028,0.5299,0.6252,17.2571,0.3762,10
338,4616,Cladoceramorpha,RCNHSha_20250516_000947_IMG4,2349,205,60,55,2243,0.8503,0.4039,33.8322,0.3786,0
339,4631,Cladoceramorpha,RCNHSha_20250516_000947_IMG4,2816,519,150,190,5253,0.3513,0.729,26.8118,0.3322,13
340,4632,Cladoceramorpha,RCNHSha_20250516_000947_IMG4,1130,552,184,164,8626,0.5727,0.9303,16.1055,0.3879,7
341,4650,Cladoceramorpha,RCNHSha_20250516_000947_IMG4,1528,1021,153,150,5688,0.3959,0.4078,24.1296,0.3429,6
342,4659,Cladoceramorpha,RCNHSha_20250516_000947_IMG4,1178,1222,152,98,3721,0.4284,0.8521,24.2858,0.3016,3
343,4682,Cladoceramorpha,RCNHSha_20250516_000947_IMG4,1898,1716,54,66,2095,0.7774,0.7736,45.111,0.3621,1
344,4701,Cladoceramorpha,RCNHSha_20250516_000947_IMG4,1327,2139,81,66,2743,0.7795,0.7387,37.0628,0.3806,0
345,4711,Cladoceramorpha,RCNHSha_20250516_000947_IMG4,2877,2282,142,191,6154,0.4278,0.8231,14.2657,0.3426,5
346,4722,Cladoceramorpha,RCNHSha_20250516_000947_IMG4,1877,2517,102,216,7925,0.6454,0.9382,19.5844,0.4132,5
347,4828,Cladoceramorpha,RCNHSha_20250516_001002_IMG5,1844,1933,112,149,4733,0.57,0.9503,38.7337,0.399,10
348,4832,Cladoceramorpha,RCNHSha_20250516_001002_IMG5,2209,1975,199,97,7108,0.6421,0.9383,24.2384,0.4169,3
349,4856,Cladoceramorpha,RCNHSha_20250516_001002_IMG5,1870,2462,81,222,8562,0.7052,0.9165,17.4966,0.4291,5
350,4862,Cladoceramorpha,RCNHSha_20250516_001002_IMG5,2030,2781,55,61,1796,0.8373,0.8726,21.9007,0.3449,1
351,4865,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,1868,177,55,68,1940,0.7014,0.7344,24.5195,0.3125,1
352,4885,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,1708,545,47,60,2047,0.9477,0.7705,32.6192,0.3988,2
353,4893,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,1985,642,144,110,4237,0.5432,0.9203,29.3714,0.3618,3
354,4908,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,2875,949,96,106,3291,0.5667,0.6864,36.4121,0.3381,10
355,4914,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,2187,1026,79,219,7098,0.5698,0.9214,21.3181,0.3923,5
356,4920,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,738,1121,119,165,5453,0.5487,0.8155,18.7691,0.3834,16
357,4935,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,1241,1443,76,68,2599,0.7763,0.4186,44.6298,0.3815,0
358,4948,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,3092,1565,142,166,7554,0.5325,0.806,17.3693,0.3771,10
359,4956,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,911,1720,82,78,3091,0.7495,0.7196,19.8316,0.3683,16
360,4957,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,1649,1730,295,181,15036,0.4045,0.8583,30.6059,0.352,11
361,4976,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,1604,1986,140,158,5185,0.4402,0.7969,16.9722,0.349,8
362,4990,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,1437,2175,185,80,7139,0.6716,0.8881,31.5966,0.4331,3
363,4993,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,1661,2212,193,159,8824,0.4816,0.8565,21.6995,0.3662,11
364,5011,Cladoceramorpha,RCNHSha_20250516_001016_IMG6,1447,2579,132,104,5128,0.7297,0.9009,21.46,0.4404,3
365,5022,Cladoceramorpha,RCNHSha_20250516_003930_IMG3,2109,281,116,182,7058,0.5535,0.9507,32.999,0.399,4
366,5039,Cladoceramorpha,RCNHSha_20250516_003930_IMG3,2617,624,148,74,4860,0.7254,0.8979,21.3775,0.4334,3
367,5041,Cladoceramorpha,RCNHSha_20250516_003930_IMG3,1607,645,170,79,5629,0.5911,0.8885,28.1172,0.4054,3
368,5043,Cladoceramorpha,RCNHSha_20250516_003930_IMG3,2928,693,81,87,3369,0.7182,0.4591,47.8381,0.3981,2
369,5048,Cladoceramorpha,RCNHSha_20250516_003930_IMG3,1616,870,132,112,4635,0.5959,0.9179,19.2432,0.3834,6
370,5053,Cladoceramorpha,RCNHSha_20250516_003930_IMG3,1761,1048,294,278,16784,0.3816,0.9185,24.6154,0.3391,3
371,5060,Cladoceramorpha,RCNHSha_20250516_003930_IMG3,1265,1257,158,129,6074,0.6004,0.8782,23.8778,0.404,3
372,5063,Cladoceramorpha,RCNHSha_20250516_003930_IMG3,2913,1353,94,149,4357,0.4822,0.8758,26.0751,0.345,14
373,5074,Cladoceramorpha,RCNHSha_20250516_003930_IMG3,736,1595,112,107,4944,0.7526,0.8679,21.6694,0.4452,7
374,5085,Cladoceramorpha,RCNHSha_20250516_003930_IMG3,1106,1864,130,173,7889,0.5585,0.7802,12.517,0.3801,10
375,5170,Cladoceramorpha,RCNHSha_20250516_004030_IMG7,1696,1968,160,125,4882,0.479,0.8745,26.4418,0.3654,7
376,5183,Cladoceramorpha,RCNHSha_20250516_004030_IMG7,2987,2357,50,70,2052,0.8268,0.819,22.3676,0.3525,1
377,5207,Cladoceramorpha,RCNHSha_20250516_010900_IMG1,3185,1396,186,180,8630,0.4667,0.8067,21.8511,0.3619,7
378,5267,Cladoceramorpha,RCNHSha_20250516_010915_IMG2,2220,1592,178,236,9599,0.3894,0.834,16.5503,0.3334,8
379,5270,Cladoceramorpha,RCNHSha_20250516_010915_IMG2,1990,1640,82,170,4860,0.5515,0.8743,15.2089,0.375,8
380,5305,Cladoceramorpha,RCNHSha_20250516_011015_IMG6,1601,590,219,225,13366,0.4808,0.836,20.2375,0.3645,9
381,5399,Cladoceramorpha,RCNHSha_20250516_011045_IMG8,2510,1887,80,77,2907,0.6371,0.4606,34.2461,0.3417,0
382,5409,Cladoceramorpha,RCNHSha_20250516_011045_IMG8,1907,2359,84,86,2376,0.4988,0.7776,42.7358,0.2874,11
383,5438,Cladoceramorpha,RCNHSha_20250516_013945_IMG4,1643,1278,114,159,5516,0.5445,0.8322,18.8016,0.3821,4
384,5502,Cladoceramorpha,RCNHSha_20250516_014000_IMG5,2959,2115,103,135,3446,0.443,0.8187,18.0048,0.2887,8
385,5517,Cladoceramorpha,RCNHSha_20250516_014100_IMG9,1641,550,104,128,3947,0.4623,0.865,29.8344,0.3264,4
386,5682,Cladoceramorpha,RCNHSha_20250516_033932_IMG3,2551,333,81,73,2940,0.658,0.5916,30.54,0.3455,0
387,5704,Cladoceramorpha,RCNHSha_20250516_033932_IMG3,996,1359,170,187,7301,0.4272,0.8505,23.1646,0.3513,12
388,5923,Cladoceramorpha,RCNHSha_20250516_044031_IMG7,1863,993,69,63,2254,0.673,0.5809,35.513,0.3276,0
389,6589,Cladoceramorpha,RCNHSha_20250921_222029_IMG4,1630,1243,111,98,2721,0.4597,0.3901,25.9636,0.2727,11
390,6840,Cladoceramorpha,RCNHSha_20250921_225041_IMG5,1825,2660,101,111,3498,0.5949,0.8752,42.3493,0.3607,4
391,6869,Cladoceramorpha,RCNHSha_20250921_225051_IMG6,1203,868,280,267,14537,0.3881,0.8956,16.7166,0.3331,6
392,6886,Cladoceramorpha,RCNHSha_20250921_225051_IMG6,631,1447,189,149,6343,0.3965,0.7559,27.0838,0.346,3
393,6891,Cladoceramorpha,RCNHSha_20250921_225051_IMG6,2042,1533,110,124,5471,0.6,0.564,36.071,0.4161,8
394,6956,Cladoceramorpha,RCNHSha_20250921_225101_IMG7,1220,743,168,158,8352,0.4726,0.762,34.8893,0.3767,8
395,6987,Cladoceramorpha,RCNHSha_20250921_225101_IMG7,2900,1747,135,213,10102,0.4606,0.8335,35.3279,0.3735,5
396,7109,Cladoceramorpha,RCNHSha_20250921_225141_IMG11,1655,503,115,107,3616,0.4018,0.7191,40.987,0.3062,11
397,7131,Cladoceramorpha,RCNHSha_20250921_225141_IMG11,685,1423,334,252,15725,0.3575,0.9373,23.1966,0.3304,3
398,7185,Cladoceramorpha,RCNHSha_20250921_232012_IMG2,1809,563,58,105,2985,0.6556,0.8846,52.029,0.3681,4
399,7236,Cladoceramorpha,RCNHSha_20250921_232012_IMG2,1393,1856,112,143,4933,0.5539,0.8053,21.83,0.3853,8
400,7289,Cladoceramorpha,RCNHSha_20250921_232102_IMG7,1857,797,118,132,4220,0.4513,0.7613,22.8748,0.3271,8
401,7545,Cladoceramorpha,RCNHSha_20250922_005035_IMG4,1166,2214,135,150,5229,0.5279,0.8962,23.3577,0.3817,8
402,7560,Cladoceramorpha,RCNHSha_20250922_005035_IMG4,1932,2633,72,94,2550,0.6105,0.8168,41.149,0.3263,4
403,7637,Cladoceramorpha,RCNHSha_20250922_005045_IMG5,2771,2378,93,64,1845,0.5265,0.9205,41.2548,0.273,11
404,7651,Cladoceramorpha,RCNHSha_20250922_005105_IMG7,1788,156,82,110,2857,0.4955,0.806,18.3741,0.2813,4
405,7684,Cladoceramorpha,RCNHSha_20250922_005105_IMG7,1621,1039,105,131,5011,0.6295,0.7216,22.8191,0.4117,4
406,7708,Cladoceramorpha,RCNHSha_20250922_005105_IMG7,1520,1689,83,127,3659,0.5699,0.8006,22.1071,0.3394,10
407,7860,Cladoceramorpha,RCNHSha_20250922_005155_IMG12,997,1201,124,73,2959,0.495,0.8857,41.0127,0.3079,11
408,7880,Cladoceramorpha,RCNHSha_20250922_005155_IMG12,803,1876,140,129,4491,0.3975,0.4231,30.0462,0.3289,11
