detection_id,frame,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
8520,RCNHSha_20250922_062017_IMG1,1152,1025,146,133,4,4,Detritus / Unsharp Organisms,confirmed
7119,RCNHSha_20250921_225141_IMG11,2382,772,84,57,4,4,Detritus / Unsharp Organisms,confirmed
1575,RCNHSha_20250513_030916_IMG2,1430,1335,201,122,4,4,Detritus / Unsharp Organisms,confirmed
7680,RCNHSha_20250922_005105_IMG7,2184,916,64,40,4,4,Detritus / Unsharp Organisms,confirmed
8857,RCNHSha_20250922_062147_IMG10,2813,673,178,99,4,4,Detritus / Unsharp Organisms,confirmed
9313,RCNHSha_20250922_075129_IMG8,2644,1174,266,119,4,4,Detritus / Unsharp Organisms,confirmed
4054,RCNHSha_20250515_034032_IMG7,1327,1615,134,57,4,4,Detritus / Unsharp Organisms,confirmed
8375,RCNHSha_20250922_055125_IMG8,2293,2043,110,101,4,4,Detritus / Unsharp Organisms,confirmed
7494,RCNHSha_20250922_005035_IMG4,2374,767,86,63,4,4,Detritus / Unsharp Organisms,confirmed
3610,RCNHSha_20250515_013932_IMG3,3040,1617,106,44,4,4,Detritus / Unsharp Organisms,confirmed
7986,RCNHSha_20250922_045153_IMG11,2177,387,92,51,4,4,Detritus / Unsharp Organisms,confirmed
3425,RCNHSha_20250515_011017_IMG6,1158,1025,130,116,4,4,Detritus / Unsharp Organisms,confirmed
7808,RCNHSha_20250922_005145_IMG11,1745,1903,106,102,4,4,Detritus / Unsharp Organisms,confirmed
8051,RCNHSha_20250922_045153_IMG11,1893,2532,49,48,4,4,Detritus / Unsharp Organisms,confirmed
6708,RCNHSha_20250921_225031_IMG4,1219,797,84,79,4,4,Detritus / Unsharp Organisms,confirmed
7601,RCNHSha_20250922_005045_IMG5,673,1397,176,171,4,4,Detritus / Unsharp Organisms,confirmed
6978,RCNHSha_20250921_225101_IMG7,677,1468,162,99,4,4,Detritus / Unsharp Organisms,confirmed
7765,RCNHSha_20250922_005145_IMG11,2355,769,105,57,4,4,Detritus / Unsharp Organisms,confirmed
7867,RCNHSha_20250922_005155_IMG12,664,1448,188,117,4,4,Detritus / Unsharp Organisms,confirmed
8652,RCNHSha_20250922_062047_IMG4,1098,2396,86,60,4,4,Detritus / Unsharp Organisms,confirmed
3283,RCNHSha_20250515_010917_IMG2,3037,1586,79,79,4,4,Detritus / Unsharp Organisms,confirmed
4943,RCNHSha_20250516_001016_IMG6,2685,1516,228,115,4,4,Detritus / Unsharp Organisms,confirmed
3310,RCNHSha_20250515_010932_IMG3,1968,246,317,129,4,4,Detritus / Unsharp Organisms,confirmed
6753,RCNHSha_20250921_225031_IMG4,1709,2314,54,30,4,4,Detritus / Unsharp Organisms,confirmed
7196,RCNHSha_20250921_232012_IMG2,1221,800,85,78,4,4,Detritus / Unsharp Organisms,confirmed
6581,RCNHSha_20250921_222029_IMG4,1220,798,85,78,4,4,Detritus / Unsharp Organisms,confirmed
6780,RCNHSha_20250921_225041_IMG5,3036,764,132,58,4,4,Detritus / Unsharp Organisms,confirmed
7060,RCNHSha_20250921_225111_IMG8,683,1421,155,144,4,4,Detritus / Unsharp Organisms,confirmed
5807,RCNHSha_20250516_041002_IMG5,1323,2256,284,109,4,4,Detritus / Unsharp Organisms,confirmed
9325,RCNHSha_20250922_075129_IMG8,2847,1672,49,46,4,4,Detritus / Unsharp Organisms,confirmed
7961,RCNHSha_20250922_045113_IMG7,1801,1964,84,62,4,4,Detritus / Unsharp Organisms,confirmed
4311,RCNHSha_20250515_054049_IMG8,2262,2477,155,67,4,4,Detritus / Unsharp Organisms,confirmed
6664,RCNHSha_20250921_222139_IMG11,689,1422,149,145,4,4,Detritus / Unsharp Organisms,confirmed
9337,RCNHSha_20250922_075129_IMG8,1440,1879,104,97,4,4,Detritus / Unsharp Organisms,confirmed
9503,RCNHSha_20250922_202125_IMG5,1643,2659,89,50,4,4,Detritus / Unsharp Organisms,confirmed
2074,RCNHSha_20250513_053932_IMG3,1439,1548,117,113,4,4,Detritus / Unsharp Organisms,confirmed
7391,RCNHSha_20250922_002134_IMG10,2371,760,89,67,4,4,Detritus / Unsharp Organisms,confirmed
6393,RCNHSha_20250520_031016_IMG6,1283,1607,203,134,4,4,Detritus / Unsharp Organisms,confirmed
8448,RCNHSha_20250922_055135_IMG9,3129,1715,91,52,4,4,Detritus / Unsharp Organisms,confirmed
2713,RCNHSha_20250514_233948_IMG4,2777,1978,104,78,4,4,Detritus / Unsharp Organisms,confirmed
9574,RCNHSha_20250922_202225_IMG11,2803,2375,75,29,4,4,Detritus / Unsharp Organisms,confirmed
4256,RCNHSha_20250515_054003_IMG5,1900,1206,270,140,4,4,Detritus / Unsharp Organisms,confirmed
6458,RCNHSha_20250520_031046_IMG8,1285,1614,201,126,4,4,Detritus / Unsharp Organisms,confirmed
2533,RCNHSha_20250514_051016_IMG6,1877,1301,132,101,4,4,Detritus / Unsharp Organisms,confirmed
8586,RCNHSha_20250922_062047_IMG4,2065,406,93,69,4,4,Detritus / Unsharp Organisms,confirmed
8912,RCNHSha_20250922_062147_IMG10,1098,2400,87,59,4,4,Detritus / Unsharp Organisms,confirmed
3409,RCNHSha_20250515_011017_IMG6,1969,241,317,135,4,4,Detritus / Unsharp Organisms,confirmed
7910,RCNHSha_20250922_045113_IMG7,2177,388,94,51,4,4,Detritus / Unsharp Organisms,confirmed
6803,RCNHSha_20250921_225041_IMG5,682,1422,156,143,4,4,Detritus / Unsharp Organisms,confirmed
1087,RCNHSha_20250512_041018_IMG6,2867,1135,91,65,4,4,Detritus / Unsharp Organisms,confirmed
9254,RCNHSha_20250922_075109_IMG6,1439,1879,106,99,4,4,Detritus / Unsharp Organisms,confirmed
9536,RCNHSha_20250922_202225_IMG11,1146,1358,59,32,4,4,Detritus / Unsharp Organisms,confirmed
6706,RCNHSha_20250921_225031_IMG4,2371,778,114,51,4,4,Detritus / Unsharp Organisms,confirmed
5920,RCNHSha_20250516_044031_IMG7,2596,800,122,82,4,4,Detritus / Unsharp Organisms,confirmed
8355,RCNHSha_20250922_055125_IMG8,3129,1714,85,59,4,4,Detritus / Unsharp Organisms,confirmed
8358,RCNHSha_20250922_055125_IMG8,784,1758,114,51,4,4,Detritus / Unsharp Organisms,confirmed
3182,RCNHSha_20250515_003932_IMG3,3032,1583,81,78,4,4,Detritus / Unsharp Organisms,confirmed
8720,RCNHSha_20250922_062107_IMG6,784,1754,112,62,4,4,Detritus / Unsharp Organisms,confirmed
7884,RCNHSha_20250922_005155_IMG12,1746,1903,105,102,4,4,Detritus / Unsharp Organisms,confirmed
8451,RCNHSha_20250922_055135_IMG9,783,1758,115,52,4,4,Detritus / Unsharp Organisms,confirmed
3811,RCNHSha_20250515_023917_IMG2,3044,1594,87,70,4,4,Detritus / Unsharp Organisms,confirmed
8065,RCNHSha_20250922_052024_IMG2,2194,370,90,82,4,4,Detritus / Unsharp Organisms,confirmed
8768,RCNHSha_20250922_062127_IMG8,2592,542,133,83,4,4,Detritus / Unsharp Organisms,confirmed
5578,RCNHSha_20250516_020900_IMG1,1480,1487,112,71,4,4,Detritus / Unsharp Organisms,confirmed
9429,RCNHSha_20250922_202115_IMG4,2804,2375,74,27,4,4,Detritus / Unsharp Organisms,confirmed
9332,RCNHSha_20250922_075129_IMG8,781,1760,119,56,4,4,Detritus / Unsharp Organisms,confirmed
9249,RCNHSha_20250922_075109_IMG6,782,1760,118,55,4,4,Detritus / Unsharp Organisms,confirmed
6655,RCNHSha_20250921_222139_IMG11,1220,800,85,77,4,4,Detritus / Unsharp Organisms,confirmed
3755,RCNHSha_20250515_023902_IMG1,3045,1595,86,69,4,4,Detritus / Unsharp Organisms,confirmed
5225,RCNHSha_20250516_010900_IMG1,1323,2260,294,150,4,4,Detritus / Unsharp Organisms,confirmed
7931,RCNHSha_20250922_045113_IMG7,1124,918,83,41,4,4,Detritus / Unsharp Organisms,confirmed
5564,RCNHSha_20250516_020900_IMG1,2523,782,96,63,4,4,Detritus / Unsharp Organisms,confirmed
7161,RCNHSha_20250921_225141_IMG11,1716,2306,57,37,4,4,Detritus / Unsharp Organisms,confirmed
3359,RCNHSha_20250515_010947_IMG4,1969,241,325,135,4,4,Detritus / Unsharp Organisms,confirmed
1392,RCNHSha_20250513_013947_IMG4,1353,1570,141,91,4,4,Detritus / Unsharp Organisms,confirmed
3135,RCNHSha_20250515_003916_IMG2,3036,1584,82,77,4,4,Detritus / Unsharp Organisms,confirmed
8272,RCNHSha_20250922_055055_IMG5,776,1759,122,49,4,4,Detritus / Unsharp Organisms,confirmed
7091,RCNHSha_20250921_225111_IMG8,1712,2308,54,35,4,4,Detritus / Unsharp Organisms,confirmed
8825,RCNHSha_20250922_062127_IMG8,1098,2397,88,59,4,4,Detritus / Unsharp Organisms,confirmed
6335,RCNHSha_20250520_031001_IMG5,1281,1615,204,127,4,4,Detritus / Unsharp Organisms,confirmed
1363,RCNHSha_20250513_010946_IMG4,1373,1545,122,117,4,4,Detritus / Unsharp Organisms,confirmed
8742,RCNHSha_20250922_062107_IMG6,1099,2397,85,59,4,4,Detritus / Unsharp Organisms,confirmed
1095,RCNHSha_20250512_041033_IMG7,2869,1136,91,65,4,4,Detritus / Unsharp Organisms,confirmed
1066,RCNHSha_20250512_034017_IMG6,2872,1146,90,56,4,4,Detritus / Unsharp Organisms,confirmed
8255,RCNHSha_20250922_055055_IMG5,2650,1101,147,131,4,4,Detritus / Unsharp Organisms,confirmed
7933,RCNHSha_20250922_045113_IMG7,2291,1023,89,81,4,4,Detritus / Unsharp Organisms,confirmed
7733,RCNHSha_20250922_005105_IMG7,1240,2356,76,56,4,4,Detritus / Unsharp Organisms,confirmed
2079,RCNHSha_20250513_053932_IMG3,2328,2352,67,39,4,4,Detritus / Unsharp Organisms,confirmed
6574,RCNHSha_20250921_222029_IMG4,1348,686,66,32,4,4,Detritus / Unsharp Organisms,confirmed
6576,RCNHSha_20250921_222029_IMG4,1540,692,50,48,4,4,Detritus / Unsharp Organisms,confirmed
1014,RCNHSha_20250512_021047_IMG8,1374,2316,71,37,4,4,Detritus / Unsharp Organisms,confirmed
1076,RCNHSha_20250512_041002_IMG5,2871,1137,89,64,4,4,Detritus / Unsharp Organisms,confirmed
4344,RCNHSha_20250515_234002_IMG5,2691,1455,214,165,4,4,Detritus / Unsharp Organisms,confirmed
1310,RCNHSha_20250513_003931_IMG3,1350,1549,143,113,4,4,Detritus / Unsharp Organisms,confirmed
2668,RCNHSha_20250514_233948_IMG4,2028,440,144,61,4,4,Detritus / Unsharp Organisms,confirmed
6496,RCNHSha_20250921_222019_IMG3,1194,800,111,75,4,4,Detritus / Unsharp Organisms,confirmed
6781,RCNHSha_20250921_225041_IMG5,2372,777,94,62,4,4,Detritus / Unsharp Organisms,confirmed
6862,RCNHSha_20250921_225051_IMG6,1277,662,86,52,4,4,Detritus / Unsharp Organisms,confirmed
3704,RCNHSha_20250515_021001_IMG5,3039,1604,95,59,4,4,Detritus / Unsharp Organisms,confirmed
5579,RCNHSha_20250516_020900_IMG1,2809,1520,183,119,4,4,Detritus / Unsharp Organisms,confirmed
9076,RCNHSha_20250922_072118_IMG7,776,1760,122,56,4,4,Detritus / Unsharp Organisms,confirmed
7029,RCNHSha_20250921_225111_IMG8,2372,423,64,42,4,4,Detritus / Unsharp Organisms,confirmed
7447,RCNHSha_20250922_002134_IMG10,748,2131,304,124,4,4,Detritus / Unsharp Organisms,confirmed
9209,RCNHSha_20250922_075109_IMG6,2488,648,291,254,4,4,Detritus / Unsharp Organisms,confirmed
9165,RCNHSha_20250922_072208_IMG12,778,1759,119,58,4,4,Detritus / Unsharp Organisms,confirmed
8568,RCNHSha_20250922_062017_IMG1,1097,2395,86,60,4,4,Detritus / Unsharp Organisms,confirmed
7719,RCNHSha_20250922_005105_IMG7,3141,1900,74,45,4,4,Detritus / Unsharp Organisms,confirmed
7635,RCNHSha_20250922_005045_IMG5,1239,2355,78,54,4,4,Detritus / Unsharp Organisms,confirmed
1358,RCNHSha_20250513_010946_IMG4,2874,1239,98,41,4,4,Detritus / Unsharp Organisms,confirmed
6995,RCNHSha_20250921_225101_IMG7,1766,1903,85,84,4,4,Detritus / Unsharp Organisms,confirmed
3232,RCNHSha_20250515_004017_IMG6,3034,1582,79,77,4,4,Detritus / Unsharp Organisms,confirmed
7697,RCNHSha_20250922_005105_IMG7,656,1450,226,116,4,4,Detritus / Unsharp Organisms,confirmed
1366,RCNHSha_20250513_010946_IMG4,1025,1827,90,40,4,4,Detritus / Unsharp Organisms,confirmed
2543,RCNHSha_20250514_051016_IMG6,2473,2125,185,50,4,4,Detritus / Unsharp Organisms,confirmed
9272,RCNHSha_20250922_075109_IMG6,2360,2380,52,36,4,4,Detritus / Unsharp Organisms,confirmed
8956,RCNHSha_20250922_065047_IMG4,1001,942,466,255,4,4,Detritus / Unsharp Organisms,confirmed
809,RCNHSha_20250512_011034_IMG7,1479,1071,176,55,4,50,Copepoda,relabelled
8041,RCNHSha_20250922_045153_IMG11,1757,2068,61,44,4,4,Detritus / Unsharp Organisms,confirmed
6799,RCNHSha_20250921_225041_IMG5,1671,1361,87,71,4,4,Detritus / Unsharp Organisms,confirmed
5068,RCNHSha_20250516_003930_IMG3,1483,1484,128,80,4,4,Detritus / Unsharp Organisms,confirmed
6270,RCNHSha_20250520_024045_IMG8,1510,1524,168,67,4,4,Detritus / Unsharp Organisms,confirmed
7042,RCNHSha_20250921_225111_IMG8,2359,762,107,67,4,4,Detritus / Unsharp Organisms,confirmed
4051,RCNHSha_20250515_034032_IMG7,1526,1488,65,55,4,4,Detritus / Unsharp Organisms,confirmed
1322,RCNHSha_20250513_003931_IMG3,1004,1820,92,43,4,4,Detritus / Unsharp Organisms,confirmed
3874,RCNHSha_20250515_023932_IMG3,3044,1595,99,69,4,4,Detritus / Unsharp Organisms,confirmed
7788,RCNHSha_20250922_005145_IMG11,652,1436,219,129,4,4,Detritus / Unsharp Organisms,confirmed
5394,RCNHSha_20250516_011045_IMG8,3035,1538,168,47,4,4,Detritus / Unsharp Organisms,confirmed
7452,RCNHSha_20250922_002134_IMG10,2531,2276,69,37,4,4,Detritus / Unsharp Organisms,confirmed
1019,RCNHSha_20250512_021047_IMG8,2346,2517,73,59,4,4,Detritus / Unsharp Organisms,confirmed
2184,RCNHSha_20250514_000917_IMG2,1540,1498,81,42,4,4,Detritus / Unsharp Organisms,confirmed
5159,RCNHSha_20250516_004030_IMG7,2678,1577,238,83,4,4,Detritus / Unsharp Organisms,confirmed
1185,RCNHSha_20250513_001017_IMG6,1836,308,152,76,4,4,Detritus / Unsharp Organisms,confirmed
4678,RCNHSha_20250516_000947_IMG4,3060,1664,86,53,4,4,Detritus / Unsharp Organisms,confirmed
8856,RCNHSha_20250922_062147_IMG10,2469,658,293,265,4,4,Detritus / Unsharp Organisms,confirmed
6214,RCNHSha_20250518_050946_IMG4,1924,2167,187,42,4,4,Detritus / Unsharp Organisms,confirmed
1254,RCNHSha_20250513_003900_IMG1,2125,2063,459,188,4,50,Copepoda,relabelled
9185,RCNHSha_20250922_072208_IMG12,1094,2400,82,63,4,4,Detritus / Unsharp Organisms,confirmed
2076,RCNHSha_20250513_053932_IMG3,1098,1804,108,62,4,4,Detritus / Unsharp Organisms,confirmed
1922,RCNHSha_20250513_040901_IMG1,1105,1833,98,28,4,4,Detritus / Unsharp Organisms,confirmed
8891,RCNHSha_20250922_062147_IMG10,783,1755,113,61,4,4,Detritus / Unsharp Organisms,confirmed
3623,RCNHSha_20250515_013932_IMG3,2261,2458,158,81,4,4,Detritus / Unsharp Organisms,confirmed
7616,RCNHSha_20250922_005045_IMG5,952,1783,87,71,4,4,Detritus / Unsharp Organisms,confirmed
9267,RCNHSha_20250922_075109_IMG6,1036,2179,93,51,4,4,Detritus / Unsharp Organisms,confirmed
5749,RCNHSha_20250516_040916_IMG2,2909,1589,83,52,4,4,Detritus / Unsharp Organisms,confirmed
8267,RCNHSha_20250922_055055_IMG5,1516,1707,56,52,4,4,Detritus / Unsharp Organisms,confirmed
8773,RCNHSha_20250922_062127_IMG8,2468,648,336,243,4,4,Detritus / Unsharp Organisms,confirmed
9294,RCNHSha_20250922_075129_IMG8,2786,701,141,53,4,4,Detritus / Unsharp Organisms,confirmed
3072,RCNHSha_20250515_001047_IMG8,2812,1749,133,91,4,4,Detritus / Unsharp Organisms,confirmed
6633,RCNHSha_20250921_222029_IMG4,1635,2663,84,46,4,4,Detritus / Unsharp Organisms,confirmed
1073,RCNHSha_20250512_034017_IMG6,2342,2525,88,51,4,4,Detritus / Unsharp Organisms,confirmed
1192,RCNHSha_20250513_001017_IMG6,2877,1236,93,52,4,4,Detritus / Unsharp Organisms,confirmed
6813,RCNHSha_20250921_225041_IMG5,3106,1722,101,75,4,4,Detritus / Unsharp Organisms,confirmed
1883,RCNHSha_20250513_034017_IMG6,2949,1225,104,82,4,4,Detritus / Unsharp Organisms,confirmed
7944,RCNHSha_20250922_045113_IMG7,1902,1479,63,62,4,4,Detritus / Unsharp Organisms,confirmed
6711,RCNHSha_20250921_225031_IMG4,2938,899,69,35,4,4,Detritus / Unsharp Organisms,confirmed
1147,RCNHSha_20250512_054045_IMG8,2468,331,57,44,4,4,Detritus / Unsharp Organisms,confirmed
7225,RCNHSha_20250921_232012_IMG2,1063,1547,66,30,4,4,Detritus / Unsharp Organisms,confirmed
9524,RCNHSha_20250922_202225_IMG11,2297,839,69,35,4,4,Detritus / Unsharp Organisms,confirmed
9453,RCNHSha_20250922_202125_IMG5,2298,839,68,35,4,4,Detritus / Unsharp Organisms,confirmed
7478,RCNHSha_20250922_005035_IMG4,1900,258,73,44,4,4,Detritus / Unsharp Organisms,confirmed
2071,RCNHSha_20250513_053932_IMG3,2948,1225,122,39,4,4,Detritus / Unsharp Organisms,confirmed
6953,RCNHSha_20250921_225101_IMG7,1277,675,85,52,4,4,Detritus / Unsharp Organisms,confirmed
8788,RCNHSha_20250922_062127_IMG8,1726,1220,71,40,4,4,Detritus / Unsharp Organisms,confirmed
9168,RCNHSha_20250922_072208_IMG12,1311,1870,65,42,4,4,Detritus / Unsharp Organisms,confirmed
9387,RCNHSha_20250922_202115_IMG4,2298,834,68,41,4,4,Detritus / Unsharp Organisms,confirmed
2424,RCNHSha_20250514_030916_IMG2,1346,1576,156,87,4,4,Detritus / Unsharp Organisms,confirmed
7802,RCNHSha_20250922_005145_IMG11,2937,1829,96,90,4,4,Detritus / Unsharp Organisms,confirmed
7038,RCNHSha_20250921_225111_IMG8,1275,665,88,53,4,4,Detritus / Unsharp Organisms,confirmed
5045,RCNHSha_20250516_003930_IMG3,2517,772,105,79,4,4,Detritus / Unsharp Organisms,confirmed
8992,RCNHSha_20250922_065047_IMG4,1809,1904,63,45,4,4,Detritus / Unsharp Organisms,confirmed
6604,RCNHSha_20250921_222029_IMG4,3112,1707,97,88,4,4,Detritus / Unsharp Organisms,confirmed
1298,RCNHSha_20250513_003931_IMG3,2862,1218,107,45,4,4,Detritus / Unsharp Organisms,confirmed
7789,RCNHSha_20250922_005145_IMG11,2933,1445,111,53,4,4,Detritus / Unsharp Organisms,confirmed
5729,RCNHSha_20250516_040916_IMG2,1806,307,346,331,4,4,Detritus / Unsharp Organisms,confirmed
8814,RCNHSha_20250922_062127_IMG8,1474,1977,60,51,4,4,Detritus / Unsharp Organisms,confirmed
1306,RCNHSha_20250513_003931_IMG3,2673,1421,122,42,4,4,Detritus / Unsharp Organisms,confirmed
6910,RCNHSha_20250921_225051_IMG6,1095,2006,78,31,4,4,Detritus / Unsharp Organisms,confirmed
8685,RCNHSha_20250922_062107_IMG6,2467,648,333,243,4,4,Detritus / Unsharp Organisms,confirmed
8982,RCNHSha_20250922_065047_IMG4,778,1759,121,56,4,4,Detritus / Unsharp Organisms,confirmed
3148,RCNHSha_20250515_003916_IMG2,1481,2216,83,46,4,4,Detritus / Unsharp Organisms,confirmed
8507,RCNHSha_20250922_062017_IMG1,2452,652,355,188,4,4,Detritus / Unsharp Organisms,confirmed
7877,RCNHSha_20250922_005155_IMG12,2912,1830,122,89,4,4,Detritus / Unsharp Organisms,confirmed
9167,RCNHSha_20250922_072208_IMG12,2925,1824,111,84,4,4,Detritus / Unsharp Organisms,confirmed
7190,RCNHSha_20250921_232012_IMG2,1276,669,86,56,4,4,Detritus / Unsharp Organisms,confirmed
8804,RCNHSha_20250922_062127_IMG8,783,1751,114,64,4,4,Detritus / Unsharp Organisms,confirmed
8187,RCNHSha_20250922_055035_IMG3,768,1758,131,76,4,4,Detritus / Unsharp Organisms,confirmed
9293,RCNHSha_20250922_075129_IMG8,2494,654,367,256,4,4,Detritus / Unsharp Organisms,confirmed
1896,RCNHSha_20250513_034017_IMG6,1102,1844,96,78,4,4,Detritus / Unsharp Organisms,confirmed
6520,RCNHSha_20250921_222019_IMG3,3101,1721,105,75,4,4,Detritus / Unsharp Organisms,confirmed
6888,RCNHSha_20250921_225051_IMG6,3006,1492,124,43,4,4,Detritus / Unsharp Organisms,confirmed
2539,RCNHSha_20250514_051016_IMG6,1445,1582,131,80,4,4,Detritus / Unsharp Organisms,confirmed
7269,RCNHSha_20250921_232102_IMG7,2143,389,98,42,4,4,Detritus / Unsharp Organisms,confirmed
3767,RCNHSha_20250515_023902_IMG1,2546,2351,85,78,4,4,Detritus / Unsharp Organisms,confirmed
1971,RCNHSha_20250513_041101_IMG9,2943,1190,85,64,4,4,Detritus / Unsharp Organisms,confirmed
6087,RCNHSha_20250516_054032_IMG7,1497,1978,62,33,4,4,Detritus / Unsharp Organisms,confirmed
9174,RCNHSha_20250922_072208_IMG12,1726,1934,66,49,4,4,Detritus / Unsharp Organisms,confirmed
1939,RCNHSha_20250513_040932_IMG3,1099,1813,82,51,4,4,Detritus / Unsharp Organisms,confirmed
7453,RCNHSha_20250922_002134_IMG10,2226,2279,276,148,4,50,Copepoda,relabelled
1906,RCNHSha_20250513_040901_IMG1,1961,316,167,85,4,4,Detritus / Unsharp Organisms,confirmed
5212,RCNHSha_20250516_010900_IMG1,2842,1548,149,91,4,4,Detritus / Unsharp Organisms,confirmed
9080,RCNHSha_20250922_072118_IMG7,1458,1879,80,76,4,4,Detritus / Unsharp Organisms,confirmed
9244,RCNHSha_20250922_075109_IMG6,1523,1707,59,57,4,4,Detritus / Unsharp Organisms,confirmed
6850,RCNHSha_20250921_225051_IMG6,2371,426,65,46,4,4,Detritus / Unsharp Organisms,confirmed
8425,RCNHSha_20250922_055135_IMG9,979,965,101,94,4,4,Detritus / Unsharp Organisms,confirmed
1934,RCNHSha_20250513_040932_IMG3,2947,1191,84,65,4,4,Detritus / Unsharp Organisms,confirmed
8545,RCNHSha_20250922_062017_IMG1,779,1753,116,61,4,4,Detritus / Unsharp Organisms,confirmed
9349,RCNHSha_20250922_075129_IMG8,1036,2181,94,50,4,4,Detritus / Unsharp Organisms,confirmed
9170,RCNHSha_20250922_072208_IMG12,1445,1879,94,90,4,4,Detritus / Unsharp Organisms,confirmed
7258,RCNHSha_20250921_232012_IMG2,1635,2662,85,49,4,4,Detritus / Unsharp Organisms,confirmed
2504,RCNHSha_20250514_044002_IMG5,2821,1166,74,44,4,4,Detritus / Unsharp Organisms,confirmed
9493,RCNHSha_20250922_202125_IMG5,2478,2067,133,51,4,4,Detritus / Unsharp Organisms,confirmed
2075,RCNHSha_20250513_053932_IMG3,1466,1645,84,52,4,4,Detritus / Unsharp Organisms,confirmed
7133,RCNHSha_20250921_225141_IMG11,3009,1490,121,41,4,4,Detritus / Unsharp Organisms,confirmed
7178,RCNHSha_20250921_232012_IMG2,2382,426,72,48,4,4,Detritus / Unsharp Organisms,confirmed
3576,RCNHSha_20250515_013917_IMG2,2261,2457,163,78,4,4,Detritus / Unsharp Organisms,confirmed
6527,RCNHSha_20250921_222019_IMG3,1591,1880,140,65,4,4,Detritus / Unsharp Organisms,confirmed
8334,RCNHSha_20250922_055125_IMG8,980,966,96,93,4,4,Detritus / Unsharp Organisms,confirmed
8803,RCNHSha_20250922_062127_IMG8,1608,1744,85,70,4,4,Detritus / Unsharp Organisms,confirmed
7222,RCNHSha_20250921_232012_IMG2,3009,1488,104,39,4,4,Detritus / Unsharp Organisms,confirmed
3829,RCNHSha_20250515_023917_IMG2,2261,2472,93,39,4,4,Detritus / Unsharp Organisms,confirmed
1708,RCNHSha_20250513_030931_IMG3,1101,1825,96,39,4,4,Detritus / Unsharp Organisms,confirmed
6940,RCNHSha_20250921_225101_IMG7,2370,416,66,52,4,4,Detritus / Unsharp Organisms,confirmed
6739,RCNHSha_20250921_225031_IMG4,1561,1881,101,71,4,4,Detritus / Unsharp Organisms,confirmed
1678,RCNHSha_20250513_030931_IMG3,2947,1222,107,41,4,4,Detritus / Unsharp Organisms,confirmed
6631,RCNHSha_20250921_222029_IMG4,1784,2582,61,58,4,4,Detritus / Unsharp Organisms,confirmed
552,RCNHSha_20250511_051001_IMG5,2874,1163,76,39,4,4,Detritus / Unsharp Organisms,confirmed
9078,RCNHSha_20250922_072118_IMG7,2924,1825,121,83,4,4,Detritus / Unsharp Organisms,confirmed
6767,RCNHSha_20250921_225041_IMG5,2373,425,63,45,4,4,Detritus / Unsharp Organisms,confirmed
7696,RCNHSha_20250922_005105_IMG7,2933,1445,112,54,4,4,Detritus / Unsharp Organisms,confirmed
1386,RCNHSha_20250513_013947_IMG4,2866,1225,106,53,4,4,Detritus / Unsharp Organisms,confirmed
9317,RCNHSha_20250922_075129_IMG8,2654,1302,76,62,4,4,Detritus / Unsharp Organisms,confirmed
1565,RCNHSha_20250513_030916_IMG2,2942,1183,98,68,4,4,Detritus / Unsharp Organisms,confirmed
6725,RCNHSha_20250921_225031_IMG4,3010,1493,123,54,4,4,Detritus / Unsharp Organisms,confirmed
8073,RCNHSha_20250922_052024_IMG2,2492,632,336,261,4,4,Detritus / Unsharp Organisms,confirmed
6839,RCNHSha_20250921_225041_IMG5,1634,2652,82,57,4,4,Detritus / Unsharp Organisms,confirmed
7499,RCNHSha_20250922_005035_IMG4,2940,897,75,40,4,4,Detritus / Unsharp Organisms,confirmed
7561,RCNHSha_20250922_005035_IMG4,1610,2655,105,63,4,4,Detritus / Unsharp Organisms,confirmed
9336,RCNHSha_20250922_075129_IMG8,2925,1822,114,87,4,4,Detritus / Unsharp Organisms,confirmed
1953,RCNHSha_20250513_040946_IMG4,2946,1193,95,61,4,4,Detritus / Unsharp Organisms,confirmed
2089,RCNHSha_20250513_054002_IMG5,2948,1207,96,54,4,4,Detritus / Unsharp Organisms,confirmed
7647,RCNHSha_20250922_005045_IMG5,1610,2655,110,63,4,4,Detritus / Unsharp Organisms,confirmed
7075,RCNHSha_20250921_225111_IMG8,1564,1882,100,69,4,4,Detritus / Unsharp Organisms,confirmed
9457,RCNHSha_20250922_202125_IMG5,2213,915,54,52,4,4,Detritus / Unsharp Organisms,confirmed
3152,RCNHSha_20250515_003916_IMG2,2263,2442,155,94,4,4,Detritus / Unsharp Organisms,confirmed
7297,RCNHSha_20250921_232102_IMG7,989,958,483,178,4,4,Detritus / Unsharp Organisms,confirmed
7994,RCNHSha_20250922_045153_IMG11,2502,613,323,250,4,4,Detritus / Unsharp Organisms,confirmed
9251,RCNHSha_20250922_075109_IMG6,2922,1822,116,88,4,4,Detritus / Unsharp Organisms,confirmed
2858,RCNHSha_20250515_000932_IMG3,2235,2443,196,93,4,4,Detritus / Unsharp Organisms,confirmed
9136,RCNHSha_20250922_072208_IMG12,995,931,471,265,4,4,Detritus / Unsharp Organisms,confirmed
8406,RCNHSha_20250922_055135_IMG9,1383,616,70,56,4,4,Detritus / Unsharp Organisms,confirmed
9049,RCNHSha_20250922_072118_IMG7,994,931,472,265,4,4,Detritus / Unsharp Organisms,confirmed
